timestamp,No_,Name,Search Name,Account Type,Global Dimension 1 Code,Global Dimension 2 Code,Account Category,Income_Balance,Debit_Credit,No_ 2,Blocked,Direct Posting,Reconciliation Account,New Page,No_ of Blank Lines,Indentation,Last Modified Date Time,Last Date Modified,Totaling,Consol_ Translation Method,Consol_ Debit Acc_,Consol_ Credit Acc_,Gen_ Posting Type,Gen_ Bus_ Posting Group,Gen_ Prod_ Posting Group,Picture,Automatic Ext_ Texts,Tax Area Code,Tax Liable,Tax Group Code,VAT Bus_ Posting Group,VAT Prod_ Posting Group,Exchange Rate Adjustment,Default IC Partner G_L Acc_ No,Omit Default Descr_ in Jnl_,Account Subcategory Entry No_,Cost Type No_,Default Deferral Template Code,Id
0x000000000004C8CD,0039,Anz. immat. Vermögensgegenst.,ANZ. IMMAT. VERMÖGENSGEGENST.,0,,,1,1,0,,0,1,0,0,0,1,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0039,0039,0,,,NULL,0,,0,,,,0,,0,1,,,46EDC44A-4D29-4AF4-B619-9C51A4F1E319
0x000000000004C8CF,0040,Verschmelzungsmehrwert,VERSCHMELZUNGSMEHRWERT,0,,,1,1,0,,0,1,0,0,0,1,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0040,0040,0,,,NULL,0,,0,,,,0,,0,1,,,273957B3-DC08-423D-8ABA-3428E6DB3C75
0x000000000004C8D1,0041,Summe Immaterielle Vermögeng.,SUMME IMMATERIELLE VERMÖGENG.,4,,,1,1,0,,0,0,0,0,0,0,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,0009..0041,0,0041,0041,0,,,NULL,0,,0,,,,0,,0,1,,,85260A9D-94E6-4D43-9A24-F1DC2FAB7FF9
0x000000000004C8D3,0042,Sachanlagen,SACHANLAGEN,3,,,1,1,0,,0,0,0,0,0,0,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0042,0042,0,,,NULL,0,,0,,,,0,,0,1,,,211051A7-71E5-4FFA-848E-5F7509D7892C
0x000000000004C8D5,0050,Grundstücke u. Bauten,GRUNDSTÜCKE U. BAUTEN,3,,,1,1,0,,0,0,0,0,0,1,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0050,0050,0,,,NULL,0,,0,,,,0,,0,1,,,6946580F-501B-4553-9649-E9E707170410
0x000000000004C8D7,0060,Grundstücke ohne Bauten,GRUNDSTÜCKE OHNE BAUTEN,3,,,1,1,0,,0,0,0,0,0,2,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0060,0060,0,,,NULL,0,,0,,,,0,,0,1,,,18A7D527-B4D0-4A7E-8132-1F4E3E67BBEC
0x000000000004C8D9,0065,Grundstücke ohne Bauten,GRUNDSTÜCKE OHNE BAUTEN,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0065,0065,0,,,NULL,0,,0,,,,0,,0,1,,,86BDA5C2-1159-4E59-803B-1E6E81051363
0x000000000004C8DB,0070,Grundstücksgleiche Rechte,GRUNDSTÜCKSGLEICHE RECHTE,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0070,0070,0,,,NULL,0,,0,,,,0,,0,1,,,69CE545B-0F0F-4D04-9E7F-6788D9A4A000
0x000000000004C8DD,0075,Grundstücke m. Substanzverzehr,GRUNDSTÜCKE M. SUBSTANZVERZEHR,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0075,0075,0,,,NULL,0,,0,,,,0,,0,1,,,8E8EA8A1-EB5E-4C0E-BC88-EFFBB6A4E278
0x000000000004C8DF,0079,Summe Grundstücke ohne Bauten,SUMME GRUNDSTÜCKE OHNE BAUTEN,4,,,1,1,0,,0,0,0,0,0,2,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,0060..0079,0,0079,0079,0,,,NULL,0,,0,,,,0,,0,1,,,1EAE2F90-DDD0-4406-A816-3641D2316DA6
0x000000000004C8E1,0080,Bauten auf eig. Grundstücken,BAUTEN AUF EIG. GRUNDSTÜCKEN,3,,,1,1,0,,0,0,0,0,0,2,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0080,0080,0,,,NULL,0,,0,,,,0,,0,1,,,A95452B7-2BC2-4641-81F9-1B21EF0EE761
0x000000000004C8E3,0085,Werte eigener beb. Grundstücke,WERTE EIGENER BEB. GRUNDSTÜCKE,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0085,0085,0,,,NULL,0,,0,,,,0,,0,1,,,28ACE29D-04D0-4CE2-B010-980E8F5E188D
0x000000000004C8E5,0090,Geschäftsbauten,GESCHÄFTSBAUTEN,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0090,0090,0,,,NULL,0,,0,,,,0,,0,1,,,E7239C69-726C-46FD-9C3D-905FFC83C7AF
0x000000000004C8E7,0100,Fabrikbauten,FABRIKBAUTEN,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0100,0100,0,,,NULL,0,,0,,,,0,,0,1,,,9807C99F-2D80-4D40-8D20-6E83F9234088
0x000000000004C8E9,0110,Garagen,GARAGEN,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0110,0110,0,,,NULL,0,,0,,,,0,,0,1,,,6BE8BEC9-010A-49BC-9548-C4581FD5935B
0x000000000004C8EB,0111,Außenanlagen,AUßENANLAGEN,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0111,0111,0,,,NULL,0,,0,,,,0,,0,1,,,4ACF955B-5D11-4336-A68B-085BBECF1402
0x000000000004C8ED,0112,Hof- und Wegebefestigungen,HOF- UND WEGEBEFESTIGUNGEN,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0112,0112,0,,,NULL,0,,0,,,,0,,0,1,,,55FCF225-4F24-4BD9-9203-6A7BB19EAFC3
0x000000000004C8EF,0113,Einr. Geschäfts-/Fabrikbauten,EINR. GESCHÄFTS-/FABRIKBAUTEN,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0113,0113,0,,,NULL,0,,0,,,,0,,0,1,,,AC9E0AFA-A84F-4E0F-A22A-273E590C2538
0x000000000004C8F1,0115,Andere Bauten,ANDERE BAUTEN,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0115,0115,0,,,NULL,0,,0,,,,0,,0,1,,,55BC06C2-B19F-4606-801D-2E060AE65490
0x000000000004C8F3,0120,Bauten im Bau,BAUTEN IM BAU,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0120,0120,0,,,NULL,0,,0,,,,0,,0,1,,,28C8293C-3E54-4749-9139-627D733D8F72
0x000000000004C8F5,0129,Anz. auf Bauten eig. Grundst.,ANZ. AUF BAUTEN EIG. GRUNDST.,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0129,0129,0,,,NULL,0,,0,,,,0,,0,1,,,36DE693B-E717-43CE-B2B9-2699BE29F7A9
0x000000000004C8F7,0140,Wohnbauten,WOHNBAUTEN,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0140,0140,0,,,NULL,0,,0,,,,0,,0,1,,,455302DF-F9FE-4FD1-B1FD-E5F36378BF3C
0x000000000004C8F9,0145,Garagen,GARAGEN,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0145,0145,0,,,NULL,0,,0,,,,0,,0,1,,,034590E4-84EC-4D67-B8C6-078A611B5693
0x000000000004C8FB,0146,Außenanlagen,AUßENANLAGEN,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0146,0146,0,,,NULL,0,,0,,,,0,,0,1,,,9AAC44C5-DDF4-4DF0-8035-2651302035B1
0x000000000004C8FD,0147,Hof- und Wegebefestigungen,HOF- UND WEGEBEFESTIGUNGEN,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0147,0147,0,,,NULL,0,,0,,,,0,,0,1,,,02A8B0DD-22E4-4436-8CA9-CDB930776E93
0x000000000004C8FF,0148,Einr. für Wohnbauten,EINR. FÜR WOHNBAUTEN,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0148,0148,0,,,NULL,0,,0,,,,0,,0,1,,,92855F04-E465-40BE-A759-D269FFB9D7FE
0x000000000004C902,0150,Wohnbauten im Bau,WOHNBAUTEN IM BAU,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0150,0150,0,,,NULL,0,,0,,,,0,,0,1,,,9E718488-F410-40B8-818C-BD2CB31CEDFE
0x000000000004C904,0159,Summe Bauten auf eig. Grund.,SUMME BAUTEN AUF EIG. GRUND.,4,,,1,1,0,,0,0,0,0,0,2,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,0080..0159,0,0159,0159,0,,,NULL,0,,0,,,,0,,0,1,,,F4CEF98F-0A7C-4441-A210-AE27DE0E823B
0x000000000004C906,0160,Bauten auf fremden Grundst.,BAUTEN AUF FREMDEN GRUNDST.,3,,,1,1,0,,0,0,0,0,0,2,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0160,0160,0,,,NULL,0,,0,,,,0,,0,1,,,9E4220D1-8C77-4380-B866-CA004ECD7291
0x000000000004C908,0165,Geschäftsbauten,GESCHÄFTSBAUTEN,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0165,0165,0,,,NULL,0,,0,,,,0,,0,1,,,369D1EE6-0EF4-461B-A1E2-6FA3E51838B4
0x000000000004C90A,0170,Fabrikbauten,FABRIKBAUTEN,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0170,0170,0,,,NULL,0,,0,,,,0,,0,1,,,16EDD653-4D72-4505-9025-6999EBDCAF23
0x000000000004C90C,0175,Garagen,GARAGEN,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0175,0175,0,,,NULL,0,,0,,,,0,,0,1,,,B82E39D4-966E-4728-8E34-46B22E367723
0x000000000004C90E,0176,Außenanlagen,AUßENANLAGEN,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0176,0176,0,,,NULL,0,,0,,,,0,,0,1,,,C136BCAF-3623-4219-B72B-C6C78A53B219
0x000000000004C910,0177,Hof- und Wegebefestigungen,HOF- UND WEGEBEFESTIGUNGEN,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0177,0177,0,,,NULL,0,,0,,,,0,,0,1,,,74F417DA-2A66-451A-B2B9-604F0F9D1FE2
0x000000000004C912,0178,Einr. für Gesch.-/Fabrikbauten,EINR. FÜR GESCH.-/FABRIKBAUTEN,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0178,0178,0,,,NULL,0,,0,,,,0,,0,1,,,B55501A4-081B-4F0C-9292-F8CEBAF4031B
0x000000000004C914,0179,Andere Bauten,ANDERE BAUTEN,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0179,0179,0,,,NULL,0,,0,,,,0,,0,1,,,F35FF918-954B-489A-8F60-80D5A78B0B96
0x000000000004C916,0180,Bauten im Bau,BAUTEN IM BAU,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0180,0180,0,,,NULL,0,,0,,,,0,,0,1,,,6E08AD80-8F87-45D9-9230-FDAB766E1505
0x000000000004C918,0189,Anz. auf Bauten,ANZ. AUF BAUTEN,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0189,0189,0,,,NULL,0,,0,,,,0,,0,1,,,C9C40CD1-C8F5-4854-BED4-A2D32E835CB9
0x000000000004C91A,0190,Wohnbauten,WOHNBAUTEN,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0190,0190,0,,,NULL,0,,0,,,,0,,0,1,,,483FA588-448F-4FA7-82D2-6AD651996026
0x000000000004C91C,0191,Garagen,GARAGEN,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0191,0191,0,,,NULL,0,,0,,,,0,,0,1,,,82E82A9E-A9A8-46BC-8549-945DFB25E0B5
0x000000000004C91E,0192,Außenanlagen,AUßENANLAGEN,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0192,0192,0,,,NULL,0,,0,,,,0,,0,1,,,E2569D2C-E77D-485F-885C-47A566B2526C
0x000000000004C920,0193,Hof- und Wegebefestigungen,HOF- UND WEGEBEFESTIGUNGEN,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0193,0193,0,,,NULL,0,,0,,,,0,,0,1,,,6401CDD8-B245-4515-AA3E-94CF1607FA8C
0x000000000004C922,0194,Einr. für Wohnbauten,EINR. FÜR WOHNBAUTEN,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0194,0194,0,,,NULL,0,,0,,,,0,,0,1,,,17D9B020-CE70-45B3-BEDB-CA322DB01503
0x000000000004C924,0195,Wohnbauten im Bau,WOHNBAUTEN IM BAU,0,,,1,1,0,,0,1,0,0,0,3,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0195,0195,0,,,NULL,0,,0,,,,0,,0,1,,,1618F7BF-D696-4FDB-BD78-4523A9C632C3
0x000000000004C926,0199,Summe Bauten auf fremd. Grund.,SUMME BAUTEN AUF FREMD. GRUND.,4,,,1,1,0,,0,0,0,0,0,2,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,0160..0199,0,0199,0199,0,,,NULL,0,,0,,,,0,,0,1,,,E20FE1F1-EEF7-4671-94AD-B179D568FED6
0x000000000004C928,0200,Summe Grundstücke u. Bauten,SUMME GRUNDSTÜCKE U. BAUTEN,4,,,1,1,0,,0,0,0,0,0,1,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,0050..0200,0,0200,0200,0,,,NULL,0,,0,,,,0,,0,1,,,B708D9F2-E3ED-4686-93F5-FC895E4062B8
0x000000000004C92A,0201,Techn. Anlagen u. Maschinen,TECHN. ANLAGEN U. MASCHINEN,3,,,1,1,0,,0,0,0,0,0,1,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0201,0201,0,,,NULL,0,,0,,,MWST.19,0,,0,1,,,B44EBA6E-6514-42E1-9206-E311BC9BBCDB
0x000000000004C92C,0210,Maschinen,MASCHINEN,0,,,1,1,0,,0,1,0,0,0,2,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0210,0210,1,INLAND,PRODUKTION,NULL,0,,0,,INLAND,MWST.19,0,,0,1,,,702003F1-1FB7-482D-9A95-E2C107702C20
0x000000000004C92E,0220,Masch. geb. Werkzeuge,MASCH. GEB. WERKZEUGE,0,,,1,1,0,,0,1,0,0,0,2,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0220,0220,1,INLAND,PRODUKTION,NULL,0,,0,,INLAND,MWST.19,0,,0,1,,,EC1446A9-7C23-4444-9832-A9540AC13D1B
0x000000000004C930,0240,Maschinelle Anlagen,MASCHINELLE ANLAGEN,0,,,1,1,0,,0,1,0,0,0,2,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0240,0240,1,INLAND,PRODUKTION,NULL,0,,0,,INLAND,MWST.19,0,,0,1,,,CD1A08B1-6B43-4028-A77F-799F312B5B21
0x000000000004C932,0260,Transportanlagen u.ä.,TRANSPORTANLAGEN U.Ä.,0,,,1,1,0,,0,1,0,0,0,2,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0260,0260,1,INLAND,PRODUKTION,NULL,0,,0,,INLAND,MWST.19,0,,0,1,,,1A189157-81DA-4C43-B8AD-486965648D0B
0x000000000004C934,0280,Betriebsausstattung,BETRIEBSAUSSTATTUNG,0,,,1,1,0,,0,1,0,0,0,2,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0280,0280,1,INLAND,SONST,NULL,0,,0,,INLAND,MWST.19,0,,0,1,,,A4512E7D-EF85-40AC-8A72-9140C82B96E3
0x000000000004C936,0290,Techn. Anlagen/Masch. im Bau,TECHN. ANLAGEN/MASCH. IM BAU,0,,,1,1,0,,0,1,0,0,0,2,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0290,0290,1,INLAND,PRODUKTION,NULL,0,,0,,INLAND,MWST.19,0,,0,1,,,7C98F02E-0D2B-439E-83A2-6223A6670DD3
0x000000000004C938,0299,Anz. techn. Anlagen/Masch.,ANZ. TECHN. ANLAGEN/MASCH.,0,,,1,1,0,,0,1,0,0,0,2,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0299,0299,1,INLAND,PRODUKTION,NULL,0,,0,,INLAND,MWST.19,0,,0,1,,,EE163FB2-BE4C-42BA-B7C7-AE3EA6190BE7
0x000000000004C93A,0300,Summe technische Anlagen,SUMME TECHNISCHE ANLAGEN,4,,,1,1,0,,0,0,0,0,0,1,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,0201..0300,0,0300,0300,0,,,NULL,0,,0,,,,0,,0,1,,,56DBAE39-6A83-4E27-842D-A5AC584ED5D2
0x000000000004C93C,0301,Andere Anl./Betriebsausst.,ANDERE ANL./BETRIEBSAUSST.,3,,,1,1,0,,0,0,0,0,0,1,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0301,0301,0,,,NULL,0,,0,,,,0,,0,1,,,E0310F2B-CA70-45FE-8653-DD477494C60C
0x000000000004C93E,0310,Andere Anlagen,ANDERE ANLAGEN,0,,,1,1,0,,0,1,0,0,0,2,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0310,0310,1,INLAND,PRODUKTION,NULL,0,,0,,INLAND,MWST.19,0,,0,1,,,0492F30C-6D6E-4E00-BCEF-EE41AEA60465
0x000000000004C940,0320,PKW,PKW,0,,,1,1,0,,0,1,0,0,0,2,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0320,0320,1,INLAND,SONST,NULL,0,,0,,INLAND,MWST.19,0,,0,1,,,7160CE07-717F-46A1-95E0-132E939D69CA
0x000000000004C942,0350,LKW,LKW,0,,,1,1,0,,0,1,0,0,0,2,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0350,0350,1,INLAND,SONST,NULL,0,,0,,INLAND,MWST.19,0,,0,1,,,73651080-1ECA-4A5B-979F-E039FDAD2965
0x000000000004C944,0380,Sonstige Transportmittel,SONSTIGE TRANSPORTMITTEL,0,,,1,1,0,,0,1,0,0,0,2,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0380,0380,1,INLAND,PRODUKTION,NULL,0,,0,,INLAND,MWST.19,0,,0,1,,,A2E6710C-62AA-49EF-99F7-20A79A6DEDC7
0x000000000004C946,0400,Betriebsausstattung,BETRIEBSAUSSTATTUNG,0,,,1,1,0,,0,1,0,0,0,2,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0400,0400,1,INLAND,PRODUKTION,NULL,0,,0,,INLAND,MWST.19,0,,0,1,,,14649AA8-95C8-44BF-B5F7-71CC1520AFF4
0x000000000004C948,0410,Geschäftsausstattung,GESCHÄFTSAUSSTATTUNG,0,,,1,1,0,,0,1,0,0,0,2,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0410,0410,1,INLAND,PRODUKTION,NULL,0,,0,,INLAND,MWST.19,0,,0,1,,,665BE677-D7C2-40AD-A48F-E4D67E0EFFAC
0x000000000004C94A,0420,Büroeinrichtung,BÜROEINRICHTUNG,0,,,1,1,0,,0,1,0,0,0,2,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0420,0420,1,INLAND,PRODUKTION,NULL,0,,0,,INLAND,MWST.19,0,,0,1,,,9FCB002A-23E7-4E18-8504-4D01469EA511
0x000000000004C94C,0430,Ladeneinrichtung,LADENEINRICHTUNG,0,,,1,1,0,,0,1,0,0,0,2,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0430,0430,1,INLAND,PRODUKTION,NULL,0,,0,,INLAND,MWST.19,0,,0,1,,,D55B41F4-B87A-4526-9D7C-2971949BD33D
0x000000000004C94E,0440,Werkzeuge,WERKZEUGE,0,,,1,1,0,,0,1,0,0,0,2,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0440,0440,1,INLAND,PRODUKTION,NULL,0,,0,,INLAND,MWST.19,0,,0,1,,,6130869A-6E11-4F9B-9D70-468821C49105
0x000000000004C950,0450,Einbauten,EINBAUTEN,0,,,1,1,0,,0,1,0,0,0,2,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0450,0450,1,INLAND,PRODUKTION,NULL,0,,0,,INLAND,MWST.19,0,,0,1,,,D02C9175-73BD-497E-9EAD-36782AE4EFD3
0x000000000004C952,0460,Gerüst-/Schalungsmaterial,GERÜST-/SCHALUNGSMATERIAL,0,,,1,1,0,,0,1,0,0,0,2,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0460,0460,1,INLAND,PRODUKTION,NULL,0,,0,,INLAND,MWST.19,0,,0,1,,,3CD459F6-7967-4DDE-AA85-8327DE04BE07
0x000000000004C954,0480,"Ger. Wirtschaftsg. bis 800,-","GER. WIRTSCHAFTSG. BIS 800,-",0,,,1,1,0,,0,1,0,0,0,2,1753-01-01 00:00:00.000,1753-01-01 00:00:00.000,,0,0480,0480,1,INLAND,PRODUKTION,NULL,0,,0,,INLAND,MWST.19,0,,0,1,,,3CB245FC-F60C-4E49-B66B-3A09AA3FCA1E
