timestamp,Entry No_,G_L Account No_,Posting Date,Document Type,Document No_,Description,Bal_ Account No_,Amount,Global Dimension 1 Code,Global Dimension 2 Code,User ID,Source Code,System-Created Entry,Prior-Year Entry,Job No_,Quantity,VAT Amount,Business Unit Code,Journal Batch Name,Reason Code,Gen_ Posting Type,Gen_ Bus_ Posting Group,Gen_ Prod_ Posting Group,Bal_ Account Type,Transaction No_,Debit Amount,Credit Amount,Document Date,External Document No_,Source Type,Source No_,No_ Series,Tax Area Code,Tax Liable,Tax Group Code,Use Tax,VAT Bus_ Posting Group,VAT Prod_ Posting Group,Additional-Currency Amount,Add_-Currency Debit Amount,Add_-Currency Credit Amount,Close Income Statement Dim_ ID,IC Partner Code,Reversed,Reversed by Entry No_,Reversed Entry No_,Dimension Set ID,Prod_ Order No_,FA Entry Type,FA Entry No_,Last Modified DateTime
0x0000000000058E32,11,3970,2020-12-31 23:59:59.000,0,START,Eröffnungsposten,,55799.69000000000000000000,,,EUROPE\NAVSNAP,START,1,0,,0.00000000000000000000,0.00000000000000000000,,SACHKT ÖFF,,0,,,0,1,55799.69000000000000000000,0.00000000000000000000,2020-12-31 23:59:59.000,,0,,,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,0,,0,0,2020-03-03 01:51:34.453
0x0000000000058E33,12,3970,2020-12-31 23:59:59.000,0,START,Eröffnungsposten,,734057.65000000000000000000,,,EUROPE\NAVSNAP,START,1,0,,0.00000000000000000000,0.00000000000000000000,,SACHKT ÖFF,,0,,,0,1,734057.65000000000000000000,0.00000000000000000000,2020-12-31 23:59:59.000,,0,,,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,0,,0,0,2020-03-03 01:51:34.457
0x0000000000058E34,13,1401,2020-12-31 23:59:59.000,0,START,Eröffnungsposten,,1234179.58000000000000000000,,,EUROPE\NAVSNAP,START,1,0,,0.00000000000000000000,0.00000000000000000000,,SACHKT ÖFF,,0,,,0,1,1234179.58000000000000000000,0.00000000000000000000,2020-12-31 23:59:59.000,,0,,,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,0,,0,0,2020-03-03 01:51:34.457
0x0000000000058E35,14,1402,2020-12-31 23:59:59.000,0,START,Eröffnungsposten,,137131.07000000000000000000,,,EUROPE\NAVSNAP,START,1,0,,0.00000000000000000000,0.00000000000000000000,,SACHKT ÖFF,,0,,,0,1,137131.07000000000000000000,0.00000000000000000000,2020-12-31 23:59:59.000,,0,,,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,0,,0,0,2020-03-03 01:51:34.457
0x0000000000058E36,15,1451,2020-12-31 23:59:59.000,0,START,Eröffnungsposten,,5690.39000000000000000000,,,EUROPE\NAVSNAP,START,1,0,,0.00000000000000000000,0.00000000000000000000,,SACHKT ÖFF,,0,,,0,1,5690.39000000000000000000,0.00000000000000000000,2020-12-31 23:59:59.000,,0,,,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,0,,0,0,2020-03-03 01:51:34.460
0x0000000000058E37,16,0530,2020-12-31 23:59:59.000,0,START,Eröffnungsposten,,18369.86000000000000000000,,,EUROPE\NAVSNAP,START,1,0,,0.00000000000000000000,0.00000000000000000000,,SACHKT ÖFF,,0,,,0,1,18369.86000000000000000000,0.00000000000000000000,2020-12-31 23:59:59.000,,0,,,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,0,,0,0,2020-03-03 01:51:34.463
0x0000000000058E38,17,1005,2020-12-31 23:59:59.000,0,START,Eröffnungsposten,,233.18000000000000000000,,,EUROPE\NAVSNAP,START,1,0,,0.00000000000000000000,0.00000000000000000000,,SACHKT ÖFF,,0,,,0,1,233.18000000000000000000,0.00000000000000000000,2020-12-31 23:59:59.000,,0,,,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,0,,0,0,2020-03-03 01:51:34.463
0x0000000000058E39,18,1210,2020-12-31 23:59:59.000,0,START,Eröffnungsposten,,3939.10000000000000000000,,,EUROPE\NAVSNAP,START,1,0,,0.00000000000000000000,0.00000000000000000000,,SACHKT ÖFF,,0,,,0,1,3939.10000000000000000000,0.00000000000000000000,2020-12-31 23:59:59.000,,0,,,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,0,,0,0,2020-03-03 01:51:34.467
0x0000000000058E3A,19,1220,2020-12-31 23:59:59.000,0,START,Eröffnungsposten,,8319.24000000000000000000,,,EUROPE\NAVSNAP,START,1,0,,0.00000000000000000000,0.00000000000000000000,,SACHKT ÖFF,,0,,,0,1,8319.24000000000000000000,0.00000000000000000000,2020-12-31 23:59:59.000,,0,,,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,0,,0,0,2020-03-03 01:51:34.467
0x0000000000058E3B,20,0800,2020-12-31 23:59:59.000,0,START,Eröffnungsposten,,-452250.00000000000000000000,,,EUROPE\NAVSNAP,START,1,0,,0.00000000000000000000,0.00000000000000000000,,SACHKT ÖFF,,0,,,0,1,0.00000000000000000000,452250.00000000000000000000,2020-12-31 23:59:59.000,,0,,,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,0,,0,0,2020-03-03 01:51:34.470
0x0000000000058E3C,21,0955,2020-12-31 23:59:59.000,0,START,Eröffnungsposten,,-235170.00000000000000000000,,,EUROPE\NAVSNAP,START,1,0,,0.00000000000000000000,0.00000000000000000000,,SACHKT ÖFF,,0,,,0,1,0.00000000000000000000,235170.00000000000000000000,2020-12-31 23:59:59.000,,0,,,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,0,,0,0,2020-03-03 01:51:34.470
0x0000000000058E3D,22,0650,2020-12-31 23:59:59.000,0,START,Eröffnungsposten,,-559671.67000000000000000000,,,EUROPE\NAVSNAP,START,1,0,,0.00000000000000000000,0.00000000000000000000,,SACHKT ÖFF,,0,,,0,1,0.00000000000000000000,559671.67000000000000000000,2020-12-31 23:59:59.000,,0,,,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,0,,0,0,2020-03-03 01:51:34.473
0x0000000000058E3E,23,0640,2020-12-31 23:59:59.000,0,START,Eröffnungsposten,,-99560.67000000000000000000,,,EUROPE\NAVSNAP,START,1,0,,0.00000000000000000000,0.00000000000000000000,,SACHKT ÖFF,,0,,,0,1,0.00000000000000000000,99560.67000000000000000000,2020-12-31 23:59:59.000,,0,,,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,0,,0,0,2020-03-03 01:51:34.477
0x0000000000058E3F,24,1290,2020-12-31 23:59:59.000,0,START,Eröffnungsposten,,-714218.35000000000000000000,,,EUROPE\NAVSNAP,START,1,0,,0.00000000000000000000,0.00000000000000000000,,SACHKT ÖFF,,0,,,0,1,0.00000000000000000000,714218.35000000000000000000,2020-12-31 23:59:59.000,,0,,,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,0,,0,0,2020-03-03 01:51:34.477
0x0000000000058E40,25,1290,2020-12-31 23:59:59.000,0,START,Eröffnungsposten,,-768734.01000000000000000000,,,EUROPE\NAVSNAP,START,1,0,,0.00000000000000000000,0.00000000000000000000,,SACHKT ÖFF,,0,,,0,1,0.00000000000000000000,768734.01000000000000000000,2020-12-31 23:59:59.000,,0,,,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,0,,0,0,2020-03-03 01:51:34.480
0x0000000000058E41,26,1601,2020-12-31 23:59:59.000,0,START,Eröffnungsposten,,-782380.38000000000000000000,,,EUROPE\NAVSNAP,START,1,0,,0.00000000000000000000,0.00000000000000000000,,SACHKT ÖFF,,0,,,0,1,0.00000000000000000000,782380.38000000000000000000,2020-12-31 23:59:59.000,,0,,,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,0,,0,0,2020-03-03 01:51:34.480
0x0000000000058E42,27,1602,2020-12-31 23:59:59.000,0,START,Eröffnungsposten,,-107294.86000000000000000000,,,EUROPE\NAVSNAP,START,1,0,,0.00000000000000000000,0.00000000000000000000,,SACHKT ÖFF,,0,,,0,1,0.00000000000000000000,107294.86000000000000000000,2020-12-31 23:59:59.000,,0,,,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,0,,0,0,2020-03-03 01:51:34.483
0x0000000000058E43,28,1780,2020-12-31 23:59:59.000,0,START,Eröffnungsposten,,-143979.76000000000000000000,,,EUROPE\NAVSNAP,START,1,0,,0.00000000000000000000,0.00000000000000000000,,SACHKT ÖFF,,0,,,0,1,0.00000000000000000000,143979.76000000000000000000,2020-12-31 23:59:59.000,,0,,,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,0,,0,0,2020-03-03 01:51:34.533
0x0000000000058E44,29,4110,2020-12-31 23:59:59.000,0,START,Eröffnungsposten,,-151768.41000000000000000000,,,EUROPE\NAVSNAP,START,1,0,,0.00000000000000000000,0.00000000000000000000,,SACHKT ÖFF,,0,,,0,1,0.00000000000000000000,151768.41000000000000000000,2020-12-31 23:59:59.000,,0,,,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,0,,0,0,2020-03-03 01:51:34.537
0x0000000000058E45,30,4130,2020-12-31 23:59:59.000,0,START,Eröffnungsposten,,-22771.15000000000000000000,,,EUROPE\NAVSNAP,START,1,0,,0.00000000000000000000,0.00000000000000000000,,SACHKT ÖFF,,0,,,0,1,0.00000000000000000000,22771.15000000000000000000,2020-12-31 23:59:59.000,,0,,,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,0,,0,0,2020-03-03 01:51:34.540
0x0000000000058E46,31,4140,2020-12-31 23:59:59.000,0,START,Eröffnungsposten,,-6998.10000000000000000000,,,EUROPE\NAVSNAP,START,1,0,,0.00000000000000000000,0.00000000000000000000,,SACHKT ÖFF,,0,,,0,1,0.00000000000000000000,6998.10000000000000000000,2020-12-31 23:59:59.000,,0,,,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,0,,0,0,2020-03-03 01:51:34.540
0x0000000000058E47,32,2200,2020-12-31 23:59:59.000,0,START,Eröffnungsposten,,-70551.00000000000000000000,,,EUROPE\NAVSNAP,START,1,0,,0.00000000000000000000,0.00000000000000000000,,SACHKT ÖFF,,0,,,0,1,0.00000000000000000000,70551.00000000000000000000,2020-12-31 23:59:59.000,,0,,,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,0,,0,0,2020-03-03 01:51:34.543
0x0000000000058E56,33,0846,2020-12-31 23:59:59.000,0,START,Eröffnungsposten,,-756325.74000000000000000000,,,EUROPE\NAVSNAP,START,1,0,,0.00000000000000000000,0.00000000000000000000,,SACHKT ÖFF,,0,,,0,1,0.00000000000000000000,756325.74000000000000000000,2020-12-31 23:59:59.000,,0,,,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,0,,0,0,2020-03-03 01:51:34.547
0x0000000000058E85,34,0320,2021-01-01 00:00:00.000,2,108017,Bestellung 106015,,46464.03000000000000000000,VERW,MERCEDES,EUROPE\NAVSNAP,EINKAUF,1,0,,0.00000000000000000000,8828.17000000000000000000,,,,1,EU,SONST,0,2,46464.03000000000000000000,0.00000000000000000000,2021-01-01 00:00:00.000,18051,4,ANL000010,E-RG+,,0,,0,EU,MWST.19,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,71,,1,1,2020-03-03 01:51:36.077
0x0000000000058E86,35,1573,2021-01-01 00:00:00.000,2,108017,Bestellung 106015,,8828.17000000000000000000,VERW,MERCEDES,EUROPE\NAVSNAP,EINKAUF,1,0,,0.00000000000000000000,0.00000000000000000000,,,,0,,,0,2,8828.17000000000000000000,0.00000000000000000000,2021-01-01 00:00:00.000,18051,4,ANL000010,E-RG+,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,71,,0,0,2020-03-03 01:51:36.077
0x0000000000058E87,36,1773,2021-01-01 00:00:00.000,2,108017,Bestellung 106015,,-8828.17000000000000000000,VERW,MERCEDES,EUROPE\NAVSNAP,EINKAUF,1,0,,0.00000000000000000000,0.00000000000000000000,,,,0,,,0,2,0.00000000000000000000,8828.17000000000000000000,2021-01-01 00:00:00.000,18051,4,ANL000010,E-RG+,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,71,,0,0,2020-03-03 01:51:36.077
0x0000000000058E88,37,1602,2021-01-01 00:00:00.000,2,108017,Bestellung 106015,,-46464.03000000000000000000,,,EUROPE\NAVSNAP,EINKAUF,1,0,,0.00000000000000000000,0.00000000000000000000,,,,0,,,0,2,0.00000000000000000000,46464.03000000000000000000,2021-01-01 00:00:00.000,18051,2,44127914,E-RG+,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,47,,0,0,2020-03-03 01:51:36.337
0x0000000000058EA1,38,1220,2021-01-01 00:00:00.000,1,108017,Bestellung 106015,44127914,-46464.03000000000000000000,,,EUROPE\NAVSNAP,EINKAUF,1,0,,0.00000000000000000000,0.00000000000000000000,,,,0,,,2,3,0.00000000000000000000,46464.03000000000000000000,2021-01-01 00:00:00.000,18051,3,GIRO,E-RG+,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,47,,0,0,2020-03-03 01:51:36.680
0x0000000000058EA2,39,1602,2021-01-01 00:00:00.000,1,108017,Bestellung 106015,GIRO,46464.03000000000000000000,,,EUROPE\NAVSNAP,EINKAUF,1,0,,0.00000000000000000000,0.00000000000000000000,,,,0,,,3,3,46464.03000000000000000000,0.00000000000000000000,2021-01-01 00:00:00.000,18051,2,44127914,E-RG+,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,47,,0,0,2020-03-03 01:51:36.680
0x0000000000058EB2,40,0280,2021-01-01 00:00:00.000,2,108018,Bestellung 106018,,10222.09000000000000000000,PROD,,EUROPE\NAVSNAP,EINKAUF,1,0,,0.00000000000000000000,1942.20000000000000000000,,,,1,EU,SONST,0,4,10222.09000000000000000000,0.00000000000000000000,2021-01-01 00:00:00.000,24365,4,ANL000050,E-RG+,,0,,0,EU,MWST.19,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,79,,1,2,2020-03-03 01:51:36.917
0x0000000000058EB3,41,1573,2021-01-01 00:00:00.000,2,108018,Bestellung 106018,,1942.20000000000000000000,PROD,,EUROPE\NAVSNAP,EINKAUF,1,0,,0.00000000000000000000,0.00000000000000000000,,,,0,,,0,4,1942.20000000000000000000,0.00000000000000000000,2021-01-01 00:00:00.000,24365,4,ANL000050,E-RG+,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,79,,0,0,2020-03-03 01:51:36.917
0x0000000000058EB4,42,1773,2021-01-01 00:00:00.000,2,108018,Bestellung 106018,,-1942.20000000000000000000,PROD,,EUROPE\NAVSNAP,EINKAUF,1,0,,0.00000000000000000000,0.00000000000000000000,,,,0,,,0,4,0.00000000000000000000,1942.20000000000000000000,2021-01-01 00:00:00.000,24365,4,ANL000050,E-RG+,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,79,,0,0,2020-03-03 01:51:36.917
0x0000000000058EB5,43,1602,2021-01-01 00:00:00.000,2,108018,Bestellung 106018,,-10222.09000000000000000000,,,EUROPE\NAVSNAP,EINKAUF,1,0,,0.00000000000000000000,0.00000000000000000000,,,,0,,,0,4,0.00000000000000000000,10222.09000000000000000000,2021-01-01 00:00:00.000,24365,2,44127904,E-RG+,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,47,,0,0,2020-03-03 01:51:36.930
0x0000000000058ECE,44,1220,2021-01-01 00:00:00.000,1,108018,Bestellung 106018,44127904,-10222.09000000000000000000,,,EUROPE\NAVSNAP,EINKAUF,1,0,,0.00000000000000000000,0.00000000000000000000,,,,0,,,2,5,0.00000000000000000000,10222.09000000000000000000,2021-01-01 00:00:00.000,24365,3,GIRO,E-RG+,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,47,,0,0,2020-03-03 01:51:36.947
0x0000000000058ECF,45,1602,2021-01-01 00:00:00.000,1,108018,Bestellung 106018,GIRO,10222.09000000000000000000,,,EUROPE\NAVSNAP,EINKAUF,1,0,,0.00000000000000000000,0.00000000000000000000,,,,0,,,3,5,10222.09000000000000000000,0.00000000000000000000,2021-01-01 00:00:00.000,24365,2,44127904,E-RG+,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,47,,0,0,2020-03-03 01:51:36.947
0x0000000000058ED0,46,8400,2021-01-01 00:00:00.000,0,2021-1,"Posten, Januar 2021",,-492169.18000000000000000000,VERKAUF,,EUROPE\NAVSNAP,START,1,0,,0.00000000000000000000,-93512.14000000000000000000,,PERIODISCH,,2,INLAND,HANDEL,0,6,0.00000000000000000000,492169.18000000000000000000,2021-01-01 00:00:00.000,,0,,,,0,,0,INLAND,MWST.19,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,10,,0,0,2020-03-03 01:51:36.977
0x0000000000058ED1,47,1775,2021-01-01 00:00:00.000,0,2021-1,"Posten, Januar 2021",,-93512.14000000000000000000,VERKAUF,,EUROPE\NAVSNAP,START,1,0,,0.00000000000000000000,0.00000000000000000000,,PERIODISCH,,0,,,0,6,0.00000000000000000000,93512.14000000000000000000,2021-01-01 00:00:00.000,,0,,,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,10,,0,0,2020-03-03 01:51:36.977
0x0000000000058ED2,48,1401,2021-01-01 00:00:00.000,0,2021-1,"Posten, Januar 2021",,585681.32000000000000000000,,,EUROPE\NAVSNAP,START,1,0,,0.00000000000000000000,0.00000000000000000000,,PERIODISCH,,0,,,0,6,585681.32000000000000000000,0.00000000000000000000,2021-01-01 00:00:00.000,,0,,,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,0,,0,0,2020-03-03 01:51:36.977
0x0000000000058ED3,49,8315,2021-01-01 00:00:00.000,0,2021-1,"Posten, Januar 2021",,-246134.42000000000000000000,VERKAUF,,EUROPE\NAVSNAP,START,1,0,,0.00000000000000000000,0.00000000000000000000,,PERIODISCH,,2,EU,HANDEL,0,6,0.00000000000000000000,246134.42000000000000000000,2021-01-01 00:00:00.000,,0,,,,0,,0,EU,MWST.19,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,10,,0,0,2020-03-03 01:51:36.977
0x0000000000058ED6,50,1402,2021-01-01 00:00:00.000,0,2021-1,"Posten, Januar 2021",,246134.42000000000000000000,,,EUROPE\NAVSNAP,START,1,0,,0.00000000000000000000,0.00000000000000000000,,PERIODISCH,,0,,,0,6,246134.42000000000000000000,0.00000000000000000000,2021-01-01 00:00:00.000,,0,,,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,0,,0,0,2020-03-03 01:51:36.980
0x0000000000058ED7,51,8400,2021-01-01 00:00:00.000,0,2021-1,"Posten, Januar 2021",,-108732.55000000000000000000,VERKAUF,,EUROPE\NAVSNAP,START,1,0,,0.00000000000000000000,-20659.18000000000000000000,,PERIODISCH,,2,INLAND,HANDEL,0,6,0.00000000000000000000,108732.55000000000000000000,2021-01-01 00:00:00.000,,0,,,,0,,0,INLAND,MWST.19,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,24,,0,0,2020-03-03 01:51:36.987
0x0000000000058ED8,52,1775,2021-01-01 00:00:00.000,0,2021-1,"Posten, Januar 2021",,-20659.18000000000000000000,VERKAUF,,EUROPE\NAVSNAP,START,1,0,,0.00000000000000000000,0.00000000000000000000,,PERIODISCH,,0,,,0,6,0.00000000000000000000,20659.18000000000000000000,2021-01-01 00:00:00.000,,0,,,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,24,,0,0,2020-03-03 01:51:36.987
0x0000000000058ED9,53,1401,2021-01-01 00:00:00.000,0,2021-1,"Posten, Januar 2021",,129391.73000000000000000000,,,EUROPE\NAVSNAP,START,1,0,,0.00000000000000000000,0.00000000000000000000,,PERIODISCH,,0,,,0,6,129391.73000000000000000000,0.00000000000000000000,2021-01-01 00:00:00.000,,0,,,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,0,,0,0,2020-03-03 01:51:36.990
0x0000000000058EE5,54,8315,2021-01-01 00:00:00.000,0,2021-1,"Posten, Januar 2021",,-3281.98000000000000000000,VERKAUF,,EUROPE\NAVSNAP,START,1,0,,0.00000000000000000000,0.00000000000000000000,,PERIODISCH,,2,EU,HANDEL,0,6,0.00000000000000000000,3281.98000000000000000000,2021-01-01 00:00:00.000,,0,,,,0,,0,EU,MWST.19,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,42,,0,0,2020-03-03 01:51:37.047
0x0000000000058EE6,55,1402,2021-01-01 00:00:00.000,0,2021-1,"Posten, Januar 2021",,3281.98000000000000000000,,,EUROPE\NAVSNAP,START,1,0,,0.00000000000000000000,0.00000000000000000000,,PERIODISCH,,0,,,0,6,3281.98000000000000000000,0.00000000000000000000,2021-01-01 00:00:00.000,,0,,,,0,,0,,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,0,0,0,0,,0,0,2020-03-03 01:51:37.047
